%eval_id interface diff gb_saturation gb_sweeping crack ath EXP_39 EXP_29 EXP_42 EXP_41 EXP_3 EXP_40 EXP_38 EXP_26 EXP_1 EXP_43 EXP_7 EXP_9 EXP_8 EXP_4 EXP_19 EXP_10 EXP_17 EXP_25 EXP_45 EXP_6 EXP_2 EXP_16 EXP_13 EXP_14 EXP_11 EXP_15 EXP_12 EXP_5 EXP_18 EXP_44 EXP_28
182 NO_ID 3.51599934 1.455824626 0.6856506824 0.145110501 9.506173632 0.1861316 0.03858679 0.2329103 0.2458972 0.02629128 0.1552069 0.2108668 0.09096308 0.03394423 0.04226957 0.1395627 0.1184849 0.1776729 0.01634076 0.09316225 0.0540896 0.2700962 0.07135072 0.01622924 0.03836219 0.05087633 0.1735845 0.1563184 0.2311943 0.2976768 0.214113 0.1436621 0.03950127 0.3202772 0.07544538 0.02872266
183 NO_ID 29.52100002 6.726540848 0.2134867477 0.697898884 7.060665677 0.2703811 0.07600655 0.3295295 0.3419052 0.07703874 0.2593893 0.2947917 0.1824678 0.1240126 0.1006062 0.2914284 0.2390791 0.3149785 0.05266836 0.1615627 0.1751711 0.3611757 0.1466664 0.03570937 0.1017918 0.1704235 0.2724612 0.272003 0.3308229 0.4176085 0.3108334 0.2332648 0.1568007 0.4045671 0.1552388 0.06007603
184 NO_ID 35.16053309 2.031506216 0.3300036577 0.9362209659 2.45870489 0.3064207 0.07766174 0.3495836 0.3584033 0.0889516 0.2789448 0.3300576 0.1948527 0.1623216 0.1135799 0.3244604 0.2834919 0.3489091 0.06937458 0.1614304 0.2258855 0.3694898 0.152925 0.03417132 0.1399584 0.2035914 0.2779552 0.280292 0.3387164 0.4563198 0.3206863 0.2374468 0.1942295 0.4139099 0.1601289 0.05765793
185 NO_ID 9.931860565 1.269251017 0.5208562618 0.199736653 8.660730796 0.2190284 0.05075841 0.2694677 0.2830685 0.04441077 0.2263177 0.2438985 0.1293739 0.06621759 0.06591185 0.2157075 0.1891843 0.2365698 0.03483905 0.1125698 0.1085033 0.3023572 0.1006737 0.01939601 0.07672247 0.1009543 0.2057993 0.1975756 0.2788147 0.3535912 0.245919 0.1834243 0.07430497 0.3514547 0.1107798 0.03710854
186 NO_ID 25.25228003 4.793258795 0.2842599104 0.4820414031 3.753272254 0.2302726 0.05675967 0.3001756 0.3156758 0.05518458 0.2243013 0.2555704 0.1528444 0.0755521 0.07999855 0.2374617 0.2155607 0.2577403 0.03706541 0.1452108 0.1197491 0.3405974 0.1201241 0.02513531 0.06726673 0.1010661 0.2441051 0.2420808 0.3142626 0.4006825 0.2882351 0.2169066 0.1086093 0.3864886 0.1430593 0.0418608
187 NO_ID 14.52649316 6.437001524 0.9753010052 0.7080390003 7.273645098 0.261958 0.06684336 0.3140453 0.3252008 0.07290203 0.2418871 0.2869402 0.1554772 0.1034577 0.08084603 0.2629583 0.2143085 0.2962372 0.04857147 0.1564886 0.1489775 0.3490999 0.1226893 0.02731143 0.09243657 0.1499511 0.2580908 0.2505925 0.31619 0.4032381 0.2990156 0.2112697 0.1385797 0.3933295 0.1286321 0.05170134
188 NO_ID 29.94006128 4.261533528 0.7998887269 0.3886060562 2.125806857 0.2131657 0.052506 0.2880219 0.3056772 0.04813069 0.2095743 0.2398266 0.150597 0.06528506 0.07843608 0.2206861 0.1968139 0.2361941 0.03018985 0.1558259 0.1025553 0.3324474 0.1173152 0.02246162 0.05249337 0.08349697 0.2414712 0.2340957 0.3150794 0.3946426 0.2782217 0.2261503 0.08800779 0.3861287 0.1459105 0.03752427
189 NO_ID 33.61360649 4.25145898 0.2969569928 0.8422210171 3.159663745 0.2914133 0.07618248 0.3391692 0.3490059 0.0815996 0.268305 0.3155202 0.1890862 0.1478985 0.1078059 0.309646 0.2536048 0.3357093 0.06080157 0.1602415 0.1935027 0.3630497 0.1488891 0.03382746 0.1113245 0.198091 0.273571 0.2743965 0.3323837 0.4451447 0.3139713 0.233 0.1738253 0.4074806 0.1568059 0.05717193
190 NO_ID 19.21232152 0.2850541792 0.6030076753 0.7793481353 9.182299317 0.3268307 0.08026756 0.3454715 0.358265 0.1776808 0.2930866 0.3477735 0.1821519 0.2506205 0.1034372 0.3355306 0.3066012 0.3513128 0.2205871 0.1652805 0.2643732 0.3704312 0.1439464 0.03583594 0.2399514 0.2746222 0.2817939 0.2980316 0.343884 0.4375452 0.3175985 0.2732365 0.2570579 0.4142411 0.1465344 0.06177918
191 NO_ID 15.08197282 4.757714668 0.9503418374 0.41978677 6.928816482 0.2129636 0.05368851 0.2846734 0.3028286 0.05063434 0.2093635 0.2387432 0.1345101 0.06760313 0.06764806 0.2095182 0.1821159 0.2312478 0.03194503 0.1507563 0.1027994 0.3275912 0.1063042 0.02318233 0.05938148 0.08731958 0.2371421 0.2314464 0.3079723 0.3698703 0.2796547 0.2097936 0.08997922 0.3812756 0.1270121 0.04055301
192 NO_ID 20.21583237 2.778162925 0.6532164668 0.04059685598 2.535996343 0.1269345 0.02860912 0.199516 0.2147855 0.009076836 0.1296501 0.1495902 0.1093703 0.02140339 0.05471618 0.1304642 0.09169153 0.1411321 0.006790851 0.05980221 0.03708546 0.2298699 0.08112746 0.00737021 0.02066149 0.03213015 0.1394575 0.1319197 0.1937672 0.2516262 0.1683478 0.1212696 0.02254168 0.276738 0.09668771 0.01675327
193 NO_ID 7.178406936 7.180525812 0.3007521104 0.5139148753 0.5885142464 0.2086903 0.03364395 0.2593684 0.2719039 0.04350218 0.1803466 0.2320328 0.09687109 0.05659539 0.0436994 0.1734048 0.1316292 0.2029389 0.02668937 0.09154578 0.07203457 0.2732812 0.07240747 0.01063841 0.04155802 0.07386496 0.1775455 0.1786755 0.2480867 0.340718 0.2297257 0.1483919 0.07362524 0.3211223 0.09090346 0.02277745
194 NO_ID 28.03060189 8.485655553 0.3949066687 0.4311822901 2.148209035 0.2207233 0.05846604 0.2940173 0.3115796 0.05102451 0.2169319 0.2470757 0.1390996 0.07058204 0.0700139 0.2195567 0.1983271 0.2398909 0.03238626 0.14536 0.1060265 0.3335474 0.1077064 0.02286596 0.05740748 0.08727686 0.2379948 0.2403919 0.3144576 0.3883591 0.2889258 0.2193199 0.09398142 0.3825549 0.1418133 0.0374199
195 NO_ID 1.887773356 8.694745332 0.112575938 0.6851898573 7.296520661 0.1806799 0.03463057 0.2032387 0.2125708 0.03693455 0.1389304 0.2039828 0.07717449 0.04684914 0.03854506 0.1284728 0.097996 0.1555468 0.02413541 0.06722832 0.06139821 0.1972976 0.06180529 0.01594017 0.03964106 0.06085853 0.1267392 0.1258481 0.1737492 0.2685909 0.1627797 0.1016057 0.05732137 0.2404407 0.06267622 0.02737053
196 NO_ID 11.82100258 1.010175876 0.4789736974 0.1507223387 6.303472325 0.2305831 0.04949247 0.2752521 0.2885298 0.05290564 0.201508 0.2559054 0.1332395 0.08995753 0.06862107 0.2272304 0.2020599 0.2498417 0.04792889 0.1046445 0.1302087 0.3009149 0.1021743 0.01679723 0.09850139 0.1223887 0.2046013 0.1989164 0.2688499 0.3558854 0.2452095 0.182976 0.08958713 0.34973 0.1128622 0.03478666
197 NO_ID 9.71398866 9.307562122 0.9676999861 0.4931034105 8.106262608 0.222939 0.05898658 0.2883553 0.3021927 0.0535046 0.2106487 0.2468041 0.1230486 0.069829 0.05963779 0.2083594 0.1712394 0.2371437 0.03489234 0.144949 0.1075217 0.3288938 0.09717759 0.02271784 0.06208986 0.09432147 0.2338736 0.2281831 0.3014031 0.3732343 0.2817544 0.1962711 0.1026757 0.3760661 0.1129331 0.04110693
198 NO_ID 20.36153287 5.118453613 0.4465904468 0.442019348 8.766547776 0.2220541 0.06051942 0.2959304 0.3123643 0.05470769 0.2207886 0.2479021 0.1483563 0.07389777 0.07831386 0.2268893 0.1963671 0.2468034 0.03673312 0.152674 0.1178789 0.3412761 0.1198084 0.02890228 0.06877362 0.0986299 0.2451636 0.2383341 0.3141309 0.3911175 0.2892261 0.2195056 0.1055911 0.3865019 0.1410429 0.04715092
199 NO_ID 30.39396079 5.349748113 0.9720329846 0.2018829333 9.680203704 0.1601568 0.04836221 0.2190535 0.2485108 0.03365665 0.1386493 0.197001 0.1308957 0.0437576 0.07045367 0.1724833 0.14365 0.1638618 0.02181743 0.1503986 0.06938832 0.2865555 0.1071363 0.02569449 0.04135971 0.05528528 0.2013922 0.1949068 0.2734208 0.2980269 0.2283148 0.2322718 0.05613493 0.3282407 0.1399625 0.03892269
200 NO_ID 0.634190698 9.594478105 0.7791195056 0.6466478153 1.424968096 0.1975481 0.0236524 0.2237342 0.2310151 0.03101957 0.1454229 0.2191617 0.05430901 0.0371515 0.01942271 0.09038077 0.06917159 0.139705 0.01625525 0.08373571 0.04360624 0.2544987 0.03869023 0.005756396 0.02800149 0.04342904 0.1589303 0.1408496 0.2165678 0.2361753 0.2128805 0.1091176 0.04139487 0.3031325 0.03722681 0.01480999
201 NO_ID 7.352486481 1.694267174 0.1833166126 0.8247149928 5.914304336 0.2590439 0.05204982 0.2863747 0.2950997 0.06433106 0.2098185 0.2824832 0.1284837 0.09139789 0.06628573 0.2353676 0.200116 0.2686131 0.04384849 0.102073 0.1338629 0.2928398 0.09890894 0.02029189 0.0844623 0.1394709 0.1985844 0.1962667 0.2601753 0.379393 0.2468729 0.1593504 0.1249304 0.3419234 0.1022698 0.03860575
202 NO_ID 6.428458714 8.836651637 0.2423979438 0.9079819699 8.798712088 0.2565323 0.05637143 0.2816053 0.2906644 0.06585233 0.2101839 0.2814707 0.1273734 0.100314 0.06781156 0.2278114 0.169962 0.2652546 0.0453217 0.1091255 0.1299499 0.2894227 0.1010457 0.02387742 0.08164772 0.132165 0.2008657 0.1971706 0.2579955 0.3685302 0.2441151 0.1608906 0.1227907 0.3355241 0.1002851 0.04336895
203 NO_ID 38.37426473 2.569160443 0.7748261265 0.1914197365 9.006088927 0.1821623 0.06231425 0.2682208 0.2884443 0.03466952 0.1907223 0.2109525 0.167703 0.05288155 0.09495571 0.2053067 0.1892713 0.2149709 0.02364361 0.152052 0.09524538 0.3237054 0.1349755 0.02903687 0.0568338 0.07026464 0.2282034 0.2269384 0.2948618 0.336008 0.2601373 0.2396018 0.06296579 0.3681147 0.1561302 0.04682378
204 NO_ID 12.55387264 6.65156248 0.3431498025 0.7066180566 6.25525836 0.2536955 0.05945509 0.3007071 0.3117292 0.06817146 0.2280182 0.2779021 0.1449145 0.09304511 0.07465378 0.2474607 0.1963195 0.2812368 0.0456889 0.1281459 0.135911 0.3228845 0.113398 0.02391629 0.08182143 0.1387389 0.2306896 0.2272064 0.2922291 0.3854495 0.2749391 0.189757 0.1290623 0.3682977 0.1208171 0.04433772
205 NO_ID 22.58981335 5.321206674 0.3983750788 0.8772130066 5.995863046 0.2878059 0.07416236 0.3304856 0.3398817 0.08136329 0.2599299 0.3130735 0.1761729 0.1526129 0.09919334 0.2975185 0.2363588 0.3245034 0.06072609 0.1527243 0.1856131 0.3522668 0.1394421 0.03202937 0.1108919 0.1880421 0.2626794 0.2612254 0.3210157 0.4254141 0.3037339 0.2200053 0.1662984 0.3966081 0.1440387 0.05577393
206 NO_ID 16.25750658 3.588068439 0.9900701332 0.5790111311 1.568092733 0.2427902 0.05403429 0.3016595 0.3142063 0.05765337 0.2246704 0.2661355 0.144366 0.07866728 0.07220846 0.2456335 0.2144619 0.2692246 0.03842057 0.1439789 0.1224239 0.34091 0.1098061 0.019106 0.07006091 0.1169222 0.2442426 0.2376494 0.309492 0.3986237 0.2881366 0.202829 0.1127008 0.3875254 0.1251142 0.03753804
207 NO_ID 26.8789225 6.753551988 0.6807914811 0.3430318673 2.947987559 0.1985091 0.0456689 0.2753162 0.2950378 0.04411839 0.1916528 0.2261679 0.1283705 0.05825322 0.06541066 0.1910784 0.1664245 0.2088217 0.02745351 0.1482896 0.08829706 0.3216428 0.1014973 0.02094884 0.04635473 0.07452082 0.2246533 0.2266227 0.3060021 0.3725545 0.2763353 0.2205339 0.07704217 0.3658071 0.138415 0.03394379
208 NO_ID 4.386398313 4.6122392 0.6573190301 0.7504259149 4.107252065 0.2390628 0.04360526 0.271881 0.2804344 0.05397965 0.1946605 0.2624032 0.1054916 0.06797123 0.04973835 0.1926816 0.146537 0.2339691 0.03404201 0.1085078 0.09647095 0.2945067 0.07978854 0.01515345 0.05945011 0.097372 0.1992195 0.1892077 0.2583643 0.3481718 0.2477938 0.1509491 0.09107427 0.3429638 0.08254815 0.0309088
209 NO_ID 0.7897501012 9.639171188 0.1762522003 0.9731537377 3.225792348 0.1620597 0.02304511 0.1658967 0.1718443 0.02768196 0.1123012 0.1857522 0.05468773 0.03591197 0.02628025 0.09127627 0.06674809 0.1194749 0.01849523 0.05030841 0.0431064 0.1594289 0.04149141 0.008740122 0.0281016 0.04527396 0.09728954 0.09432822 0.1351988 0.2005374 0.1298722 0.07244328 0.04348059 0.1965935 0.04033846 0.01687737
210 NO_ID 3.965293369 1.213106533 0.3071116418 0.7688482108 6.89183945 0.2415238 0.04564182 0.2639665 0.2721788 0.05457063 0.1880055 0.2655471 0.1073592 0.07456089 0.05367611 0.1989427 0.1718862 0.2392001 0.03731371 0.0951498 0.1066942 0.2744631 0.08334153 0.0184232 0.0676401 0.1092487 0.1809389 0.17476 0.2389661 0.3456342 0.228242 0.1402022 0.09744063 0.3241477 0.08370657 0.03425311
211 NO_ID 16.42321368 7.701846856 0.1676176706 0.3467436536 8.20198313 0.1925105 0.04862681 0.2685364 0.2890646 0.04506161 0.1786274 0.21869 0.1177669 0.05971403 0.06017739 0.191284 0.1569286 0.2020647 0.02860594 0.1278418 0.08794431 0.2920182 0.09648211 0.02381654 0.05159476 0.07618011 0.2075254 0.2076561 0.287264 0.3559884 0.2596265 0.2011558 0.07605559 0.3485242 0.1266725 0.03861276
212 NO_ID 9.069244221 5.066035181 0.3318782492 0.8494104555 3.931776639 0.2606541 0.05274028 0.2918779 0.3005689 0.06666322 0.217664 0.285037 0.1320952 0.09179255 0.06792907 0.2403172 0.1797795 0.2767643 0.04519441 0.111201 0.1290544 0.3028752 0.1010551 0.01904142 0.08140546 0.1359456 0.2102752 0.2078096 0.2723132 0.3806799 0.2581443 0.1688375 0.125976 0.3507556 0.1059656 0.03802523
213 NO_ID 38.88379488 3.003467023 0.1064675308 0.7250104178 5.33020487 0.2796882 0.08201017 0.3405519 0.3517613 0.07908039 0.2692999 0.3040117 0.1970109 0.1308697 0.1132711 0.3071522 0.2714783 0.3324632 0.05711987 0.1680876 0.1975099 0.3737534 0.1572029 0.03801584 0.114212 0.1834931 0.2830598 0.282424 0.3405805 0.4456305 0.3204912 0.2435606 0.1656227 0.4177169 0.1666885 0.06076955
214 NO_ID 4.183946461 2.8632582 0.6754932051 0.8909880659 8.259793972 0.2590122 0.053015 0.2829868 0.2903372 0.06280009 0.2057667 0.2808446 0.11579 0.08227224 0.05840941 0.2124725 0.1645455 0.2566473 0.04110488 0.1199407 0.1185411 0.3076304 0.09056113 0.02122788 0.07464392 0.1187624 0.211959 0.1987952 0.2678083 0.3636881 0.2573409 0.1596005 0.1082794 0.3558139 0.08793071 0.0398801
215 NO_ID 31.32998113 9.285240829 0.6518366373 0.09838287279 5.874868106 0.1259636 0.02548493 0.1565555 0.1931789 0.01694203 0.07113473 0.1600162 0.0707033 0.0220437 0.03706252 0.08506841 0.07060456 0.08198236 0.01098862 0.09576374 0.04052194 0.1792684 0.05944239 0.01483581 0.02057615 0.02756899 0.1200781 0.1208516 0.1875509 0.1971309 0.1456013 0.1801311 0.03076058 0.2127094 0.09582766 0.02145458
216 NO_ID 35.4246666 4.573229928 0.1212197536 0.02933858312 8.863683859 0.09738658 0.03106201 0.1525068 0.1721962 0.009814247 0.09119196 0.1121592 0.1096304 0.01373251 0.06138447 0.09340316 0.06576604 0.09140878 0.007165531 0.05943666 0.02694997 0.1942889 0.08806507 0.01539195 0.01602082 0.01951986 0.1165889 0.1085892 0.1619777 0.1896392 0.130374 0.1109778 0.01228992 0.2379587 0.1012369 0.02330129
217 NO_ID 1.77103473 0.4152832714 0.4090324153 0.3961830024 0.8562797118 0.2155706 0.0247784 0.2260915 0.2332547 0.04149815 0.1497966 0.2386804 0.0700179 0.06630068 0.02964637 0.1420497 0.131816 0.1800864 0.03462371 0.06844505 0.0742045 0.23795 0.0497383 0.005996031 0.0592643 0.09256781 0.144776 0.1347573 0.2012705 0.2831421 0.1933587 0.1068006 0.06079549 0.2885819 0.0533349 0.01540822
218 NO_ID 29.20841347 1.131117975 0.7888084121 0.6140801232 4.168072831 0.2896141 0.07404195 0.3366167 0.3481565 0.08791167 0.2701182 0.3111956 0.1861004 0.1547733 0.1046493 0.3123033 0.2923686 0.327517 0.08476002 0.1669049 0.222664 0.3715167 0.1456473 0.03150196 0.1821055 0.1861144 0.2786997 0.281939 0.3387021 0.4433796 0.3181576 0.2468517 0.1797326 0.4164291 0.155074 0.05442228
219 NO_ID 24.86556418 8.893429466 0.8194994407 0.9020786301 3.587878239 0.2937088 0.07328847 0.3344455 0.3435614 0.082245 0.2637816 0.3182456 0.1759461 0.1418549 0.09924204 0.2989344 0.2360923 0.3297244 0.06085947 0.1612982 0.1898037 0.3562784 0.1381185 0.03034801 0.1100228 0.1938972 0.2687011 0.2670989 0.3266971 0.431073 0.3097244 0.2248633 0.1696253 0.3986847 0.1434652 0.05405809
220 NO_ID 17.31016613 3.052970424 0.4600770336 0.8698869298 9.769506452 0.2870876 0.07673348 0.3284914 0.337015 0.0811149 0.2558591 0.3095879 0.1730937 0.1376249 0.09703861 0.2941377 0.2429258 0.3197002 0.05176047 0.1538652 0.1815688 0.3542631 0.1382547 0.03373691 0.1129436 0.1857102 0.2622187 0.2575074 0.3211705 0.422459 0.3021573 0.2165418 0.1621369 0.3994484 0.1403083 0.05891181
221 NO_ID 8.634993473 1.818700078 0.8354173104 0.7320619919 7.671353597 0.2670798 0.06092454 0.3053073 0.3145534 0.06945141 0.2284187 0.2899081 0.1406534 0.09970428 0.07193777 0.2516347 0.2203056 0.2868439 0.04637161 0.1398341 0.1467009 0.3378262 0.1094877 0.02364568 0.09214877 0.1467919 0.2414911 0.2314342 0.3010896 0.4027899 0.2852377 0.190307 0.1325054 0.3846686 0.1117746 0.04534671
222 NO_ID 14.03494551 4.636987991 0.6127462997 0.2882797565 8.307268035 0.1729944 0.04599004 0.2448678 0.2636675 0.03964276 0.1571376 0.1993733 0.1192866 0.05064745 0.05949779 0.1843643 0.1514981 0.1833318 0.02471366 0.1317368 0.07483517 0.2945622 0.09503723 0.02146575 0.04468537 0.0631061 0.2022902 0.1949144 0.2709781 0.3118629 0.2304422 0.2004828 0.0647287 0.3393812 0.1203476 0.03579395
223 NO_ID 11.40005844 5.973783871 0.137648262 0.2210201693 3.090414289 0.1323631 0.02658865 0.1886519 0.2142939 0.02578283 0.1124337 0.1642876 0.08405723 0.03372253 0.03813037 0.1179861 0.1015721 0.1366256 0.01548295 0.08348521 0.04737193 0.2299485 0.06456397 0.01116467 0.02684168 0.04406135 0.1467685 0.1463691 0.2216433 0.2767569 0.1695833 0.1637062 0.04343755 0.2747555 0.09737899 0.01977708
224 NO_ID 4.866004232 5.654958925 0.5762698703 0.176702025 1.399173729 0.1079325 0.01620511 0.1630949 0.1845385 0.01731107 0.08869816 0.1330025 0.05608651 0.02452095 0.02078032 0.08288077 0.06343856 0.09570693 0.00980916 0.06817047 0.03384818 0.2029585 0.04144368 0.005839218 0.01665844 0.02894566 0.1194946 0.1086847 0.1954759 0.2278086 0.1561443 0.1323365 0.02665591 0.2491749 0.06506237 0.01125891
225 NO_ID 5.386316003 3.355088134 0.6151182451 0.1486160515 5.453581846 0.1311031 0.02587217 0.1942071 0.2117845 0.01859533 0.1154597 0.1549689 0.07651965 0.02244755 0.03296302 0.1044196 0.08383698 0.1231445 0.01103684 0.07744659 0.03668755 0.2334763 0.05809976 0.01111186 0.02112485 0.03444551 0.1403071 0.1324955 0.2101836 0.2550177 0.1830203 0.1412043 0.02985053 0.2809789 0.07461847 0.01900676
226 NO_ID 23.12882718 7.095109294 0.3604784079 0.298144314 8.164445776 0.1837153 0.0491693 0.261151 0.2813905 0.04261092 0.1690432 0.2129665 0.123476 0.05571107 0.06450637 0.1867641 0.1573511 0.192817 0.02698065 0.1424542 0.08584506 0.2966832 0.1011758 0.02529764 0.04915288 0.07077942 0.2129637 0.2108673 0.2945058 0.3616086 0.2624704 0.2193556 0.07241695 0.3541327 0.1365113 0.03936405
227 NO_ID 38.00942811 0.1028111335 0.9134643543 0.4204000698 2.208811162 0.359586 0.08417847 0.3708689 0.3866532 0.2541113 0.3366199 0.3789471 0.2020274 0.3349448 0.1193193 0.3748637 0.3439963 0.3914974 0.3046141 0.1918109 0.3160493 0.3880166 0.1574464 0.03586782 0.2985573 0.3408029 0.3073811 0.3496476 0.3810419 0.4750864 0.3403652 0.3409732 0.3197935 0.4292605 0.1664833 0.06334987
228 NO_ID 33.7713811 5.81887227 0.2714377853 0.2738505713 2.779359761 0.1801624 0.04189283 0.2508442 0.2719038 0.03622856 0.1578495 0.210858 0.1293905 0.05072682 0.06720616 0.1927683 0.154044 0.1842208 0.02332068 0.1384054 0.07278258 0.2929738 0.1021382 0.02013536 0.0392162 0.0625307 0.2050266 0.2043956 0.2869587 0.3639824 0.2447305 0.2233313 0.06564134 0.3354037 0.141888 0.03109641
229 NO_ID 0.2906335307 0.8814648248 0.7447648061 0.8024512863 0.9211365006 0.2158373 0.02171295 0.2243897 0.2278371 0.02983504 0.1418053 0.2400802 0.04725466 0.03366152 0.01543173 0.07634792 0.06339325 0.1367003 0.01494707 0.07796916 0.03966345 0.256744 0.0327944 0.004229415 0.02865645 0.04157141 0.1555958 0.1300238 0.209525 0.2092913 0.2098932 0.09596281 0.03913885 0.3082904 0.02733164 0.01307469
230 NO_ID 38.59565598 2.675712314 0.4050523568 0.7956688524 4.842347947 0.2906432 0.08271668 0.3463395 0.3565991 0.08214699 0.2756094 0.3143722 0.1997375 0.1515291 0.1156753 0.320769 0.2784999 0.341195 0.05131564 0.1731499 0.204041 0.3773021 0.1586163 0.03815941 0.1258886 0.1994116 0.28712 0.2866088 0.3447422 0.4564407 0.3249161 0.2457417 0.1799451 0.4212934 0.166382 0.06188573
231 NO_ID 10.55705457 8.034123158 0.5507935594 0.978016034 3.266026705 0.2806011 0.05670631 0.3035069 0.31188 0.07302041 0.2311221 0.3053945 0.1390901 0.1138974 0.07410775 0.2602119 0.1912939 0.2940505 0.05306317 0.1239049 0.1516548 0.3162124 0.1061711 0.01977612 0.08758611 0.1652544 0.224753 0.2213099 0.2859085 0.3909332 0.2720977 0.1803985 0.1425577 0.3617266 0.1101823 0.04061828
232 NO_ID 8.177128716 6.880610749 0.6892239015 0.893567078 7.642064857 0.2707539 0.06096092 0.3003078 0.309166 0.07174496 0.2278675 0.2948091 0.1376019 0.1101874 0.07223083 0.2498916 0.1890475 0.2876982 0.04858593 0.1335725 0.1461267 0.3231793 0.1079578 0.023971 0.08978128 0.1469731 0.2315807 0.2231654 0.2889404 0.3867942 0.2751451 0.1830698 0.1347499 0.3686279 0.1078534 0.04585664
233 NO_ID 24.48724035 1.338233182 0.7847430873 0.6568827383 3.910613996 0.2845861 0.07046996 0.331246 0.3419037 0.08139393 0.2609178 0.3066317 0.1778235 0.1405433 0.09796192 0.3021106 0.2786595 0.3276033 0.07275854 0.1597848 0.1984743 0.3645914 0.1381332 0.02887387 0.153006 0.1806064 0.2696671 0.2710374 0.3311954 0.4374199 0.3123788 0.2321544 0.1712535 0.4099941 0.1471796 0.05142548
234 NO_ID 16.82346032 4.378162954 0.5403697873 0.114107781 5.282050781 0.1186292 0.0286637 0.1847302 0.2073129 0.01753855 0.1085032 0.1471067 0.09712053 0.02262066 0.04712633 0.1167969 0.09300208 0.1187986 0.01110256 0.08773192 0.04022525 0.2292573 0.07459519 0.01255894 0.02068999 0.02940558 0.1420338 0.1398435 0.2150803 0.2411271 0.177409 0.1668172 0.03133807 0.2743219 0.1001483 0.02085215
235 NO_ID 24.3852315 9.399345134 0.3419305198 0.5014899952 7.224629252 0.2362036 0.06920794 0.3069875 0.3222868 0.06123454 0.2326213 0.2611564 0.1534254 0.07979213 0.07934611 0.2444513 0.2153387 0.2653722 0.04001331 0.1547326 0.131662 0.346078 0.1242763 0.03001824 0.07734725 0.1156816 0.2533261 0.2520152 0.320975 0.4026409 0.2983122 0.2238471 0.1164212 0.3930403 0.1450969 0.04859642
236 NO_ID 27.00103714 7.88718114 0.831223175 0.1033201289 2.585097096 0.1209424 0.01963831 0.1516636 0.1872114 0.01489339 0.07146501 0.1553541 0.0727682 0.02266748 0.03546514 0.08585797 0.06774721 0.08223765 0.009442858 0.08818908 0.035763 0.1838733 0.05711653 0.01000801 0.01683066 0.02592464 0.1166027 0.1080256 0.1864964 0.1905761 0.140638 0.1719288 0.02532779 0.2216259 0.09394428 0.01528649
237 NO_ID 1.359616119 4.673507021 0.3012819748 0.7407237262 5.698346701 0.187705 0.03170751 0.2071804 0.2154535 0.03571443 0.140717 0.210826 0.07091434 0.04568316 0.03362965 0.1189223 0.08963835 0.1517355 0.02247574 0.07265481 0.0574209 0.2140876 0.05537352 0.01314271 0.03687012 0.05578451 0.135453 0.1285831 0.182598 0.253967 0.1756119 0.1004824 0.05312954 0.2613685 0.05445317 0.0240115
238 NO_ID 19.98279069 2.229048046 0.861785534 0.9674115209 6.145592056 0.3034823 0.07491638 0.3384587 0.3460965 0.08785091 0.2653265 0.3263215 0.1765685 0.1623532 0.09960847 0.3052572 0.2614594 0.3368956 0.06737716 0.1614404 0.2025455 0.3627223 0.1381276 0.03112736 0.1289636 0.2035477 0.2702935 0.2656271 0.3289229 0.440749 0.3127725 0.2228006 0.1829583 0.4076873 0.141911 0.05631878
239 NO_ID 6.630433219 6.788493091 0.2581448424 0.830205918 6.052493266 0.2490567 0.0508672 0.2783203 0.2872882 0.06237939 0.2049089 0.2736649 0.1223489 0.08491512 0.06258141 0.2210277 0.1643227 0.2571521 0.04214242 0.1033953 0.1175283 0.2861956 0.09517013 0.01996666 0.07324424 0.1250285 0.1958483 0.1928923 0.2555982 0.362617 0.2419396 0.1564567 0.1126538 0.3336892 0.09728699 0.0378716
240 NO_ID 30.9494349 3.600431859 0.5291496692 0.8038775076 7.97765474 0.2887399 0.08294865 0.3420137 0.3521523 0.08314586 0.2712615 0.3128205 0.1941354 0.1463241 0.1113589 0.3145252 0.2629652 0.3351067 0.06115544 0.1741161 0.1935471 0.3745724 0.1556842 0.03900538 0.1198366 0.2000993 0.285288 0.2822903 0.3405186 0.4483208 0.3216603 0.241844 0.1749747 0.4180614 0.1608925 0.0650581
241 NO_ID 10.99413686 9.540301598 0.874486058 0.4790594633 6.941743943 0.2205888 0.05743818 0.2870181 0.3014591 0.05245382 0.2099223 0.2450746 0.1227912 0.08047386 0.05924314 0.2071289 0.170359 0.2348182 0.03423125 0.1418868 0.1040907 0.325728 0.0962736 0.02152735 0.06032539 0.09305452 0.2306444 0.2268401 0.2996787 0.3731376 0.2800773 0.196265 0.0956649 0.3735217 0.1151036 0.03932203
242 NO_ID 25.81500427 1.389777902 0.2079205834 0.2366938474 2.003494841 0.230048 0.05341598 0.2893069 0.3042345 0.04869418 0.2166972 0.2552453 0.1574204 0.0832109 0.08480439 0.2435472 0.2262304 0.2618552 0.04295672 0.1236655 0.1377208 0.3196419 0.1199713 0.01916526 0.09692451 0.120331 0.2223074 0.2253596 0.2910295 0.3911976 0.2649854 0.2132259 0.08120075 0.3682381 0.1391743 0.03610717
