%eval_id interface diff gb_saturation gb_sweeping crack ath EXP_39 EXP_29 EXP_42 EXP_41 EXP_3 EXP_40 EXP_38 EXP_26 EXP_1 EXP_43 EXP_7 EXP_9 EXP_8 EXP_4 EXP_19 EXP_10 EXP_17 EXP_25 EXP_45 EXP_6 EXP_2 EXP_16 EXP_13 EXP_14 EXP_11 EXP_15 EXP_12 EXP_5 EXP_18 EXP_44 EXP_28
60 NO_ID 1.986318146 1.064040842 0.9972308989 0.1818564237 5.841069492 0.2080677 0.03393492 0.2433922 0.25373 0.0295718 0.1617583 0.2319042 0.07925066 0.03540166 0.03253816 0.1346634 0.1154452 0.1878287 0.01629852 0.09609149 0.0549438 0.2845368 0.05935203 0.01108492 0.04142063 0.05734234 0.1842437 0.1635349 0.243749 0.2954032 0.2303099 0.1403686 0.04126481 0.3350913 0.060615 0.02308822
61 NO_ID 15.502619 2.506037607 0.9911779411 0.8765106199 0.6939192399 0.2855274 0.05981531 0.3211773 0.3287332 0.0753352 0.2444456 0.3073533 0.1539546 0.1342127 0.08086757 0.2794261 0.2342198 0.3136633 0.05124865 0.142676 0.1698869 0.344082 0.1160302 0.02001413 0.09916312 0.1686287 0.2488453 0.2450112 0.3108971 0.4132351 0.2969491 0.2005978 0.1555437 0.3904952 0.1238003 0.04155069
62 NO_ID 15.91531345 7.37675434 0.9600947546 0.8855521421 1.124397024 0.2820865 0.06084389 0.3171061 0.3261986 0.0759894 0.2445979 0.3071667 0.1530475 0.1169146 0.0809209 0.2779717 0.2100036 0.3094384 0.05466486 0.1437288 0.1602027 0.3378645 0.1164416 0.02095247 0.09221044 0.1723466 0.2472616 0.2445316 0.3081806 0.4066913 0.2930536 0.2013769 0.150774 0.3821494 0.1231663 0.04263788
63 NO_ID 25.66915448 1.639571282 0.4125940457 0.2356207928 0.2026743294 0.2163327 0.048466 0.2804743 0.2955673 0.0407965 0.2047991 0.2419933 0.1504562 0.07289608 0.07940222 0.231638 0.2108804 0.2472989 0.03252067 0.1227022 0.1185938 0.3145329 0.1134011 0.01591012 0.07430859 0.09896369 0.2136011 0.2179614 0.2866725 0.3829018 0.2607487 0.2079045 0.0798189 0.3619666 0.1352874 0.03138139
64 NO_ID 31.04405698 3.709066437 0.9650751777 0.9627140453 8.248620278 0.3101265 0.08736035 0.3521685 0.3604126 0.09307038 0.2821744 0.3342649 0.1987262 0.1762651 0.1173659 0.3275397 0.2693695 0.3504565 0.08905388 0.1842541 0.2202888 0.3807762 0.1592562 0.04054093 0.1305894 0.2161752 0.2927785 0.2890042 0.346367 0.443894 0.3286588 0.247256 0.191849 0.4239946 0.1616983 0.06776655
65 NO_ID 3.349458017 9.906961344 0.2267225399 0.8146095009 4.818936796 0.2217375 0.03957905 0.242666 0.2518852 0.04672892 0.1720137 0.2457899 0.09483466 0.0623326 0.04640283 0.1693033 0.1246794 0.2060793 0.03162455 0.08112218 0.08438601 0.241851 0.07284459 0.01494619 0.05160188 0.08740075 0.1583708 0.1568691 0.2139212 0.3185814 0.2026479 0.1235454 0.08107878 0.2885844 0.074116 0.02861867
66 NO_ID 5.851578113 6.350632864 0.7171913968 0.2571183696 9.500499088 0.1443764 0.03766699 0.207433 0.2278862 0.03250401 0.1248821 0.1707054 0.08489218 0.03934504 0.03983069 0.1271416 0.1075383 0.1420357 0.02008573 0.1138764 0.05469227 0.2576348 0.07004567 0.01897909 0.03679583 0.05534272 0.1725493 0.15735 0.2418429 0.2810249 0.2084914 0.1703271 0.04793043 0.301594 0.08999985 0.03091779
67 NO_ID 1.488720256 5.722771825 0.4985145835 0.6811902406 6.01567034 0.2007053 0.03432547 0.2279439 0.2365055 0.03851406 0.154712 0.2235952 0.07501208 0.04845914 0.03438484 0.1274923 0.09711341 0.165837 0.02333822 0.08754112 0.06201955 0.249047 0.05845955 0.013778 0.03924222 0.05824753 0.1603739 0.1469736 0.2112923 0.2735755 0.2047532 0.1161679 0.05619914 0.2981447 0.05741191 0.02568368
68 NO_ID 39.69590647 4.107816628 0.5536090697 0.8801358777 5.778720413 0.3013183 0.08565685 0.3510703 0.3605505 0.08952736 0.2813281 0.3257626 0.2030476 0.1590835 0.1194514 0.325698 0.2704128 0.347121 0.06884727 0.1798774 0.209486 0.3795334 0.1626517 0.04063446 0.1299372 0.2125472 0.2918856 0.2908696 0.3467269 0.458669 0.3282232 0.2497367 0.1874007 0.422667 0.1680023 0.06560225
69 NO_ID 15.15714889 7.759028789 0.2556907049 0.2524994048 6.55978408 0.155335 0.03781607 0.2237036 0.2439213 0.03418821 0.1297412 0.1850575 0.0969914 0.04420098 0.04757334 0.1458518 0.1241825 0.1565241 0.02160642 0.1137857 0.06249541 0.2571149 0.07871187 0.0184895 0.03784264 0.06128598 0.1762901 0.1740017 0.2590169 0.3102528 0.2200021 0.1909699 0.05723177 0.297805 0.1139809 0.02999115
70 NO_ID 27.9353038 6.930253671 0.1845536138 0.6255175685 3.765575748 0.2564791 0.06572886 0.3182894 0.3311155 0.06951868 0.2458849 0.2812795 0.1685126 0.09582577 0.08914998 0.2682074 0.2252869 0.2980017 0.04694117 0.1492418 0.1471333 0.3490569 0.1325443 0.02921312 0.0865806 0.1461932 0.257773 0.2596499 0.3211448 0.4164169 0.3002127 0.2220263 0.138081 0.3937318 0.147767 0.05136251
71 NO_ID 1.136881558 7.741224953 0.7313705722 0.7663777246 5.175321458 0.2172908 0.03568998 0.2395581 0.2469568 0.04069755 0.163326 0.2402709 0.07364731 0.04824462 0.0320795 0.1269362 0.0962879 0.1767728 0.02369482 0.096264 0.06516053 0.2687423 0.05607884 0.0123638 0.04047778 0.06070028 0.1761096 0.1578954 0.2276924 0.2757023 0.2227896 0.1227854 0.05826318 0.3168891 0.05196658 0.02487472
72 NO_ID 19.87345837 3.898541111 0.1427152188 0.9870647526 2.073030842 0.293357 0.06455363 0.3240737 0.3316807 0.07930755 0.2512909 0.3179926 0.1647337 0.15239 0.09247387 0.2909552 0.2264074 0.3179762 0.06262869 0.1288365 0.1790784 0.3331974 0.1265047 0.02504186 0.1035629 0.1859312 0.2400274 0.2419506 0.3032872 0.4249316 0.2870334 0.2006548 0.1662041 0.3794858 0.1341333 0.04671028
73 NO_ID 27.19229406 9.099378809 0.304227943 0.3905998077 5.554717723 0.212895 0.05353256 0.2904013 0.3080724 0.04989086 0.2110663 0.2396196 0.1357225 0.06772815 0.06959394 0.210942 0.1815808 0.2306232 0.03183004 0.148665 0.1069749 0.3314457 0.1082783 0.02610948 0.06013039 0.08458192 0.2368256 0.2354706 0.3144394 0.3849322 0.2865116 0.2236928 0.09056398 0.3811809 0.1433522 0.04127572
74 NO_ID 15.67343877 9.765311768 0.9394663076 0.5528833207 4.562895483 0.2380572 0.05618173 0.3012081 0.314719 0.05967982 0.2260064 0.2624993 0.1397653 0.07791449 0.06846271 0.2350387 0.200278 0.2608701 0.03878168 0.1489929 0.1219661 0.3383526 0.110066 0.02248799 0.07218484 0.1140669 0.2450586 0.2412425 0.3107606 0.392999 0.291632 0.2068986 0.1118274 0.384416 0.1256787 0.04121236
75 NO_ID 25.04642079 6.112543052 0.7816870446 0.4935228444 2.42991176 0.2330262 0.06178849 0.3026812 0.3184195 0.05551303 0.2271849 0.2583761 0.1494104 0.0757858 0.07633097 0.2362383 0.2105621 0.2565754 0.03707666 0.1539995 0.1182959 0.3449581 0.1156248 0.02361494 0.06600711 0.1020073 0.249232 0.2483504 0.3198853 0.3987735 0.2967093 0.2199592 0.1097849 0.3887613 0.1408132 0.04020556
76 NO_ID 10.24953087 8.59432665 0.8971936669 0.7561120056 8.729225641 0.2627384 0.06519154 0.3069331 0.3174687 0.07210465 0.2347876 0.2876174 0.1460556 0.1093867 0.07532945 0.2545636 0.2015812 0.2899513 0.04797149 0.1488417 0.1468344 0.3389807 0.1162189 0.02638657 0.08955597 0.1476011 0.2483945 0.2390084 0.3051858 0.397115 0.2891611 0.199178 0.1339567 0.3827528 0.1172745 0.05037879
77 NO_ID 11.80173266 9.805042513 0.9418881373 0.2034396353 9.258798219 0.1367444 0.03803956 0.1874755 0.2207643 0.03028991 0.1123939 0.1714998 0.08298336 0.0430037 0.04059595 0.1272123 0.1087507 0.1357581 0.01893783 0.1245915 0.05482525 0.2410387 0.07024837 0.01965081 0.03584122 0.04869965 0.1701093 0.1580375 0.2463052 0.2700563 0.1965867 0.1946077 0.04728425 0.2772294 0.1027921 0.03164382
78 NO_ID 17.52395948 7.465517797 0.2780609893 0.318995293 5.723147727 0.183587 0.04299767 0.2581964 0.2777846 0.04141126 0.1655523 0.2110422 0.1119621 0.05394417 0.05583568 0.1838287 0.1472483 0.1887413 0.02583556 0.1252129 0.07871199 0.2845016 0.09006216 0.02018874 0.04485945 0.06858587 0.1989799 0.1979884 0.2820923 0.3454783 0.2520498 0.1999093 0.0704411 0.3416316 0.1241761 0.03323676
79 NO_ID 2.189853066 5.183766761 0.2461992061 0.09634207939 0.3473023323 0.07221576 0.005978926 0.1114487 0.1289107 0.007080752 0.05322032 0.09322842 0.02823544 0.01162389 0.007889166 0.03777736 0.02616153 0.04811014 0.003855665 0.02867676 0.009756011 0.1223991 0.01970071 0.002010674 0.006290097 0.01331387 0.05985365 0.05847191 0.1115307 0.1303619 0.08638585 0.07279324 0.01052184 0.1655451 0.03372976 0.00397855
80 NO_ID 8.469473675 2.116693694 0.9233407952 0.2711006624 6.381108964 0.1952636 0.04454677 0.2566926 0.2716561 0.03644526 0.1857518 0.2203264 0.1162383 0.05417877 0.05506391 0.1885226 0.1638105 0.209752 0.01977122 0.1212049 0.07621972 0.3048646 0.08893649 0.01620742 0.04742092 0.0688263 0.2037933 0.1972302 0.2844453 0.3286631 0.2474562 0.1830583 0.06049635 0.3527159 0.1031281 0.03144095
81 NO_ID 25.38474903 7.123804869 0.563402703 0.6356731018 5.537318343 0.2594555 0.06869535 0.320358 0.3330375 0.07115824 0.2486631 0.2832795 0.1692395 0.09852054 0.08964179 0.2704067 0.2280052 0.3006301 0.04808431 0.1596773 0.1527635 0.3556713 0.1342185 0.03069912 0.0912182 0.1485632 0.2650476 0.2639253 0.3259014 0.4121012 0.3060225 0.2258976 0.1396493 0.3996456 0.1468165 0.05418203
82 NO_ID 11.57244784 1.938526655 0.899701621 0.8513687174 8.464110821 0.2845418 0.06886566 0.3209442 0.3292498 0.07800139 0.2457511 0.3073488 0.1562189 0.124737 0.0836152 0.276955 0.2406342 0.312108 0.05658054 0.1519401 0.1742757 0.3512023 0.1227009 0.02746328 0.1105862 0.1743526 0.256786 0.2474113 0.3154759 0.4144852 0.2996551 0.2052953 0.15581 0.3970445 0.1240413 0.05201024
83 NO_ID 12.67750737 4.435772561 0.8230940045 0.2795541926 1.808752027 0.1652148 0.033287 0.2315297 0.2499514 0.03182033 0.144749 0.1912933 0.1046282 0.04316174 0.04765524 0.1631636 0.133418 0.169199 0.01933437 0.1164406 0.05693247 0.2806585 0.07824828 0.01155192 0.03207296 0.05472688 0.1846993 0.1794035 0.258368 0.3141975 0.2150887 0.184949 0.05522747 0.3267232 0.1072182 0.02268684
84 NO_ID 9.548911079 6.054676019 0.6835476081 0.2684662168 0.7630317194 0.1521228 0.02571194 0.2142045 0.2348727 0.02808505 0.1228703 0.1790141 0.0833388 0.04267192 0.03542144 0.1247407 0.1052847 0.1548933 0.0168848 0.1016671 0.05066281 0.2529224 0.06220926 0.008559603 0.02650098 0.04849847 0.1634418 0.1584705 0.2382989 0.2914797 0.203086 0.1675786 0.04865903 0.2979843 0.09352564 0.01745982
85 NO_ID 20.13174057 7.908878548 0.609854137 0.9306604242 9.377301004 0.294895 0.0796292 0.3338994 0.343095 0.08815334 0.2644316 0.3200463 0.1777003 0.1581645 0.1018988 0.3008292 0.2360112 0.3292887 0.06736016 0.16311 0.1908818 0.3578896 0.1427288 0.03550008 0.1195373 0.2020762 0.2704417 0.2660965 0.3263694 0.4224308 0.3085182 0.2251353 0.1767752 0.4004538 0.1437024 0.0615591
86 NO_ID 9.218137422 0.7882280852 0.5610882112 0.5663077607 9.824444458 0.2721304 0.06330904 0.3047429 0.3150856 0.08095375 0.2422352 0.2947437 0.1456827 0.1392687 0.07682323 0.2675719 0.2459145 0.2967067 0.0773522 0.1360172 0.1756108 0.3350563 0.1149227 0.02594485 0.1402496 0.1655808 0.2393398 0.2344585 0.298667 0.3935448 0.2815937 0.1996661 0.1510374 0.3824312 0.1175495 0.04804745
87 NO_ID 39.12222582 0.9029094137 0.9804424315 0.9039365089 7.158291153 0.3251709 0.09047082 0.3658308 0.3773595 0.1238348 0.3071181 0.3476374 0.2112979 0.2079334 0.1258454 0.3508724 0.3246045 0.3678713 0.1460595 0.19168 0.2569006 0.3956679 0.1690227 0.04270642 0.22458 0.2324633 0.3088007 0.3153604 0.3636507 0.4718105 0.3433656 0.282835 0.2326016 0.4381968 0.1729235 0.06994092
88 NO_ID 8.30865786 1.294882307 0.5805405025 0.2913910829 1.732116483 0.2210299 0.03848987 0.2644833 0.2764118 0.04211643 0.1854985 0.2454745 0.1137713 0.06678906 0.05315894 0.2057808 0.184047 0.2316055 0.02836584 0.1011594 0.09477343 0.2937613 0.08344662 0.01049901 0.06232336 0.09583023 0.1927822 0.1890342 0.2607988 0.3432849 0.2405534 0.166324 0.07310997 0.3439776 0.09763375 0.0246668
89 NO_ID 39.29541813 7.937992455 0.3198258044 0.5576687249 8.91769033 0.255758 0.07720761 0.3283199 0.3435319 0.07113051 0.2578309 0.2816357 0.1851595 0.09953918 0.1013156 0.2752553 0.2459658 0.3077427 0.04801733 0.1807019 0.1624173 0.3748733 0.1514414 0.03998639 0.09893512 0.141562 0.285003 0.2852792 0.3451383 0.4267185 0.3223707 0.2521542 0.1410618 0.4189349 0.167871 0.06545463
90 NO_ID 13.6250294 1.422862338 0.8809791465 0.1357861849 6.685866331 0.2102806 0.04968347 0.2683174 0.2826611 0.03963805 0.2485237 0.2357307 0.1338151 0.06187722 0.06851392 0.2149147 0.1826505 0.2321887 0.03137454 0.1125086 0.1057723 0.3044014 0.1029028 0.01707368 0.07244138 0.09240013 0.2087326 0.199014 0.2722281 0.3387127 0.2466805 0.1885511 0.06545909 0.3527186 0.1149869 0.03472798
91 NO_ID 21.0405076 5.475102659 0.1256606232 0.7620805687 6.358881439 0.2708554 0.06999918 0.3205168 0.3314205 0.07606266 0.2494817 0.2956962 0.1696233 0.1225066 0.09276217 0.2830595 0.2261182 0.3068766 0.0525655 0.1415827 0.1668334 0.3429077 0.134102 0.03060253 0.0994019 0.1664849 0.2522207 0.2519408 0.3123352 0.4161629 0.2945936 0.2125063 0.1534053 0.3878453 0.1413832 0.05384937
92 NO_ID 34.07973975 3.426682138 0.200991307 0.5829480375 7.940640803 0.2576517 0.07654987 0.3267145 0.3402455 0.07126378 0.2548392 0.2818204 0.1867794 0.1026973 0.1052309 0.283053 0.258376 0.3116941 0.04822966 0.1693729 0.1651882 0.370388 0.1506273 0.03718484 0.1004793 0.1503256 0.2779565 0.2751894 0.3372306 0.426863 0.3133166 0.2419925 0.1411389 0.4150126 0.1635657 0.05910448
93 NO_ID 36.23837797 3.021187893 0.8933901672 0.02508036512 7.872119885 0.1199959 0.04233464 0.2001113 0.2160484 0.01113233 0.1347481 0.1402941 0.134962 0.02284817 0.0760743 0.1363135 0.09603883 0.1412594 0.008851 0.07225811 0.04255453 0.2398221 0.1069751 0.01714696 0.0277762 0.03426513 0.1537146 0.1442235 0.1989069 0.246103 0.1724058 0.128117 0.01970097 0.2848957 0.117428 0.02974138
94 NO_ID 28.24206605 5.705873287 0.8130501341 0.3319639932 7.244373826 0.1992833 0.05429087 0.277334 0.2980109 0.04632024 0.1959033 0.2283402 0.1418674 0.06250729 0.07503467 0.200923 0.1794702 0.2166948 0.02937284 0.1613192 0.09788536 0.3224757 0.1147313 0.02707347 0.05409315 0.07868544 0.2373519 0.2364589 0.3150478 0.3746297 0.2825739 0.2334082 0.08717144 0.3788593 0.1465464 0.04232632
95 NO_ID 12.31981234 4.878240191 0.5983986663 0.07277262315 8.645264244 0.09866954 0.027405 0.1599456 0.1821495 0.01458965 0.0923119 0.1231579 0.0824362 0.0188781 0.03988083 0.09548632 0.07186639 0.09594937 0.009728833 0.07007218 0.03108136 0.2023178 0.06550211 0.01480041 0.01879557 0.02192514 0.1227563 0.1111943 0.1820431 0.2167069 0.1469428 0.1373323 0.02017703 0.2464049 0.08239285 0.02251245
96 NO_ID 19.52237981 4.995384853 0.954016464 0.7750992194 5.764518113 0.2755262 0.07084658 0.3245988 0.3351389 0.07742027 0.2528386 0.3001873 0.168441 0.124257 0.09085874 0.28602 0.2316433 0.3117708 0.05517696 0.1614527 0.1707637 0.3569128 0.1322085 0.02928994 0.1014148 0.1690641 0.2662705 0.2618087 0.3240598 0.4196309 0.3067781 0.2202718 0.1540666 0.4010305 0.1384987 0.05375936
97 NO_ID 26.60198182 3.238815853 0.6426812057 0.4250999247 1.308362383 0.2224533 0.05362966 0.2930755 0.3097377 0.04988931 0.2160893 0.2462644 0.153836 0.07077416 0.07997736 0.2482672 0.2099407 0.2497156 0.03144253 0.1478567 0.1129858 0.3357079 0.1184989 0.02121344 0.06108095 0.09590754 0.2411042 0.2307002 0.310196 0.395181 0.2778793 0.217973 0.09274757 0.3830334 0.1420805 0.03719011
98 NO_ID 21.52870706 6.305042854 0.9261291609 0.9214476396 5.213426987 0.2944141 0.07413436 0.3331797 0.3421508 0.08292034 0.2625622 0.3194258 0.1742086 0.1571307 0.0980076 0.2991468 0.2354623 0.3286993 0.06178461 0.1629952 0.1907013 0.3574886 0.1369024 0.03071674 0.1130052 0.1939085 0.2689702 0.2655744 0.3260752 0.4296264 0.3093655 0.223387 0.1696833 0.4007928 0.141318 0.05531171
99 NO_ID 13.20657915 0.741864167 0.4246861016 0.8888930959 9.965214912 0.299589 0.07235907 0.327412 0.3371405 0.1012841 0.2597436 0.321658 0.1651379 0.1840254 0.09167581 0.3037496 0.2735706 0.3258389 0.1096273 0.1439577 0.2187216 0.3483376 0.1307701 0.0308954 0.178403 0.1993528 0.2550576 0.2546897 0.3150948 0.4206229 0.2961046 0.218816 0.1894706 0.3942558 0.1317621 0.05567494
100 NO_ID 18.47858538 8.805922668 0.7387778366 0.9458075503 7.987154327 0.2948472 0.07609973 0.3307096 0.3397622 0.08705092 0.2607833 0.319996 0.1717138 0.1468564 0.09751052 0.2973506 0.2313537 0.3266991 0.06629769 0.1601923 0.1901982 0.3538249 0.1366973 0.03253906 0.1139182 0.1974236 0.2660699 0.2614661 0.3220077 0.4293862 0.3052067 0.2200451 0.1697952 0.3964192 0.1380639 0.05798832
101 NO_ID 36.10070534 8.377763683 0.5082813356 0.2409623343 7.172701507 0.1729764 0.04625092 0.2391772 0.2625744 0.0366248 0.1468484 0.2093104 0.1176377 0.05502197 0.06325044 0.1654081 0.1460041 0.1739295 0.02358528 0.1514884 0.07658078 0.2834467 0.09812034 0.02535256 0.04320978 0.06077015 0.2048892 0.2041239 0.2866905 0.3277678 0.2408528 0.235435 0.06409532 0.3369065 0.1431057 0.03737129
102 NO_ID 33.40546321 6.478868205 0.1456754425 0.5490131264 7.78096489 0.2508207 0.07192056 0.3207991 0.3359721 0.06663731 0.2483782 0.2747219 0.1760548 0.09435643 0.09590279 0.2656316 0.2355443 0.297563 0.04615279 0.166301 0.1495144 0.3629554 0.1419772 0.03583944 0.09104184 0.1366413 0.2716081 0.2722728 0.3342088 0.4180849 0.31214 0.239614 0.1356847 0.4076602 0.1602122 0.05580636
103 NO_ID 6.572172492 3.536018512 0.6057788438 0.1576307515 9.211013243 0.1347168 0.03430074 0.2019116 0.221292 0.0229742 0.1242442 0.1587921 0.08882111 0.02743416 0.04161607 0.1244043 0.09910113 0.1359194 0.01411192 0.09175839 0.04399179 0.2473127 0.07054418 0.01687909 0.02821523 0.0375078 0.155544 0.1472486 0.2258876 0.2789213 0.1955277 0.1581504 0.03296508 0.2937491 0.086507 0.02719809
104 NO_ID 19.06360346 9.046015592 0.3633942348 0.1562449667 7.712764257 0.1305847 0.03294642 0.175235 0.2102937 0.02484727 0.09617103 0.1652446 0.08026373 0.03133522 0.04046158 0.1047783 0.09473342 0.1139292 0.01592518 0.1075302 0.04636925 0.2153759 0.0677139 0.01812868 0.02956826 0.04469492 0.1488232 0.139882 0.2237244 0.2433658 0.1746516 0.1912749 0.03967125 0.2515189 0.1048508 0.02749267
105 NO_ID 34.28591086 3.871674053 0.8169072715 0.584728518 2.403359639 0.2555411 0.06723776 0.3218521 0.335536 0.06590711 0.249097 0.2797106 0.1770323 0.09299168 0.09634136 0.2747449 0.2479342 0.3045654 0.04535426 0.1682812 0.1501728 0.3660845 0.138707 0.02970521 0.08625589 0.1393707 0.2720414 0.2712365 0.3346537 0.4210461 0.3125828 0.2357401 0.1349428 0.4107921 0.1561268 0.04912939
106 NO_ID 18.87764468 8.193033876 0.1512246733 0.06191617113 8.95897924 0.09896322 0.02463939 0.1270669 0.1626986 0.01387959 0.0589076 0.1249658 0.06360363 0.01801744 0.03278589 0.07138779 0.0541732 0.06578702 0.009477877 0.06752309 0.02934144 0.1546843 0.05438239 0.01562768 0.01839017 0.02027857 0.09761275 0.0920973 0.1485039 0.147015 0.1124603 0.1317665 0.01919225 0.1912916 0.07500492 0.0223283
107 NO_ID 19.26402603 4.01887642 0.4218973567 0.08906945149 6.661594098 0.1175379 0.03134559 0.1862275 0.2076823 0.01573769 0.1125222 0.1438034 0.1039021 0.02269387 0.05255932 0.1168732 0.09164981 0.120714 0.01025233 0.08279746 0.03696371 0.2276859 0.08084805 0.01384978 0.02130528 0.02821162 0.1423694 0.1373375 0.2080756 0.239722 0.1739607 0.1590903 0.0272666 0.2729181 0.1027202 0.02275386
108 NO_ID 37.56539341 2.460641607 0.4019763826 0.8966692501 2.83196096 0.3021223 0.07959083 0.3494691 0.3583215 0.08428738 0.2780982 0.3253993 0.1975206 0.1642468 0.1151396 0.3232629 0.2797259 0.3470405 0.06379061 0.1669627 0.2233303 0.3729565 0.1550775 0.03565546 0.1334853 0.208374 0.2819519 0.2829332 0.3401037 0.4523587 0.3234174 0.2407274 0.1888793 0.4169701 0.1627935 0.05916422
109 NO_ID 21.74213355 7.987148129 0.932913235 0.6220930135 1.922037411 0.2530149 0.0597835 0.3121363 0.3251814 0.06501229 0.2392398 0.2777589 0.1554338 0.09089954 0.07853173 0.2575036 0.2136623 0.2892548 0.04444435 0.1533674 0.1334954 0.3481432 0.1206345 0.02355932 0.07919728 0.1319618 0.2548138 0.2544102 0.3186054 0.404133 0.2993447 0.2152311 0.130516 0.3914094 0.135396 0.04544961
110 NO_ID 10.0446117 9.218583549 0.467464051 0.6088318699 0.8177660844 0.2337845 0.04327629 0.2822413 0.2941994 0.05270228 0.2057333 0.2569324 0.1189656 0.07127381 0.05550621 0.2116093 0.1666231 0.2421807 0.03478886 0.1112216 0.0991376 0.3014455 0.09004165 0.01379625 0.05581778 0.09651632 0.2072464 0.2063631 0.2743894 0.3678744 0.2575887 0.1696222 0.09887329 0.3486851 0.1038243 0.02947494
111 NO_ID 22.90509449 3.519389267 0.7763075324 0.4135514137 4.491773677 0.217928 0.05618131 0.2903304 0.3083258 0.05054399 0.2140541 0.2426676 0.1510075 0.06935057 0.07843428 0.2428838 0.2040046 0.2441917 0.03202586 0.1517701 0.1118456 0.3365306 0.1181676 0.02363062 0.06240063 0.09366643 0.2427 0.2361836 0.3115977 0.3802098 0.2795262 0.2195377 0.091938 0.3837353 0.1402449 0.0407474
112 NO_ID 38.97195312 0.4406418068 0.2036638559 0.3581216751 0.9360498604 0.3187369 0.07366838 0.346349 0.3612296 0.1677502 0.2982214 0.3406332 0.1935245 0.2377265 0.1124449 0.3388677 0.3129979 0.3532788 0.2014651 0.1590986 0.2641136 0.3678239 0.1499241 0.03139441 0.2385745 0.2597663 0.2810032 0.3058234 0.347559 0.4465737 0.3163878 0.2919611 0.248509 0.4118408 0.1625159 0.05327764
113 NO_ID 13.66693 2.576687822 0.2768294237 0.927824933 9.74881691 0.2875175 0.07163259 0.3207394 0.3286798 0.08216345 0.2472045 0.3093139 0.1632515 0.1414983 0.09108756 0.2827047 0.2331325 0.3127791 0.05927898 0.1383387 0.175654 0.3387114 0.1297196 0.03098674 0.1107802 0.1860876 0.2454563 0.2413743 0.3070287 0.4143425 0.2872709 0.2014761 0.1603484 0.3850017 0.1310346 0.05534143
114 NO_ID 31.21041334 3.489453546 0.2175592179 0.5060857879 1.619529527 0.2392727 0.05957992 0.3075369 0.3473194 0.05653542 0.2317027 0.2625865 0.1655563 0.07837065 0.08863367 0.2552635 0.2357408 0.2720236 0.03813231 0.1481649 0.1328365 0.3441322 0.1290315 0.025449 0.07535856 0.1198792 0.2516006 0.2503192 0.3190913 0.4114268 0.2962899 0.2227302 0.114677 0.3942653 0.1502211 0.0424623
115 NO_ID 26.5331956 7.625018951 0.2340495801 0.7455150487 0.6580045589 0.270431 0.06355834 0.3211637 0.3323862 0.07382592 0.2495423 0.2956813 0.1680485 0.1158442 0.08961876 0.2841685 0.2210179 0.3072245 0.05019031 0.1409709 0.1580746 0.3420688 0.1304976 0.02576464 0.08836582 0.1588164 0.251906 0.2543203 0.3149421 0.4156715 0.2961958 0.2134914 0.149212 0.3862341 0.1416299 0.04533253
116 NO_ID 37.35955667 5.102446637 0.5574361006 0.6302602446 7.897994498 0.2671161 0.07942833 0.3338146 0.3473426 0.07588033 0.263614 0.2920583 0.1912612 0.1168227 0.1071455 0.2980845 0.2550615 0.318362 0.05121301 0.1813733 0.1779814 0.3779481 0.1546978 0.03942678 0.1043492 0.1553789 0.2882539 0.2865555 0.3459333 0.4304927 0.3239727 0.2500063 0.1549507 0.4206505 0.1666173 0.06480919
117 NO_ID 8.760214382 1.767340528 0.5176007994 0.601784536 5.042111165 0.247871 0.05177848 0.2885795 0.299082 0.05901827 0.212323 0.2713918 0.130882 0.0833094 0.06505957 0.2330732 0.2065336 0.2642707 0.03793551 0.119895 0.1243965 0.3166587 0.1000525 0.01886565 0.07502398 0.1246273 0.2172672 0.2132016 0.2812888 0.3827075 0.2638711 0.1760535 0.1118117 0.3648691 0.1076565 0.03716717
118 NO_ID 10.64804361 8.751053607 0.5019306305 0.4363021029 7.80730571 0.2091221 0.04927985 0.277399 0.2921497 0.04905518 0.19938 0.2334556 0.1155352 0.06519908 0.05699428 0.193709 0.1599655 0.2183876 0.03097789 0.1286947 0.09582587 0.3104417 0.09304477 0.02175727 0.0544437 0.08464433 0.215242 0.2141975 0.2866239 0.3614326 0.2646027 0.1881019 0.08397573 0.3541293 0.1141032 0.03825167
119 NO_ID 33.15408056 2.208888475 0.464943433 0.04654258026 9.116280676 0.1594758 0.05283277 0.2401802 0.2565627 0.02273238 0.1704546 0.1845275 0.1516547 0.04090535 0.08616024 0.1795111 0.1407762 0.1925836 0.01936559 0.09271359 0.07319593 0.2753007 0.1206064 0.02201881 0.04848202 0.05684506 0.1859135 0.1774122 0.2406359 0.2990206 0.2112622 0.1671094 0.03884083 0.3218237 0.1320048 0.03830252
120 NO_ID 27.49049172 9.41500693 0.595644518 0.4730829017 2.306949907 0.2302868 0.06132591 0.3014258 0.3174463 0.05433161 0.225264 0.2555939 0.1448653 0.09064109 0.07266597 0.2321591 0.2062486 0.2528963 0.03623074 0.1511217 0.1164388 0.3410516 0.1138179 0.02401264 0.06249263 0.09989178 0.2466937 0.2489432 0.3198431 0.3971875 0.2953623 0.2216558 0.108744 0.3896402 0.1423734 0.03984815
